dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpitch cpitch.weight.ltm.cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.52 cpitch.53 cpitch.55 cpitch.57 cpitch.58 cpitch.60 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.81 cpitch.82 onset.order.ltm.onset onset.weight.ltm.onset onset.probability onset.information.content onset.entropy onset.0 onset.6 onset.12 onset.24 onset.36 onset.48 onset.60 probability information.content entropy information.gain 
99111820145038 1 1 "1080-c01" NA 0 0 1 0 NA 0 0 0 NA NA 69 96 4 1578947 0 -1 48 0 0 1.0 0.10454158 3.2578511 4.540323 0.024850037 0.02399314 0.023136241 0.02399314 0.023136241 0.023136241 0.03341902 0.023136241 0.035132818 0.035132818 0.027420733 0.04884319 0.02827763 0.10454158 0.056555275 0.039417308 0.06512426 0.041131105 0.08483292 0.025706936 0.052270785 0.041988004 0.02399314 0.035132818 0.031705223 0.02399314 0 0.99999994 0.3076923 1.7004398 2.4696705 0.3076923 0.07692307 0.07692307 0.07692307 0.07692307 0.3076923 0.07692307 0.032166637 4.958291 7.0099916 NA 
99111820145038 1 2 "1080-c01" NA 0 0 1 0 NA 0 48 0 NA NA 74 96 4 1578947 0 -1 48 48 1 0.99999994 0.07475318 3.7417212 3.9525185 0.013634224 0.017865537 0.012693933 0.013164079 0.012693933 0.012693933 0.032440055 0.012693933 0.028678888 0.028678888 0.015044662 0.06911143 0.03432064 0.29243067 0.06864128 0.040432535 0.059238363 0.022566997 0.07475318 0.014104371 0.038081802 0.023037141 0.013164079 0.019275974 0.017395392 0.013164079 1 1.0 0.59090906 0.75899196 1.9091718 0.18181819 0.045454543 0.045454543 0.045454543 0.045454543 0.59090906 0.045454543 0.04417233 4.500713 5.8616877 0.4513857 
99111820145038 1 3 "1080-c01" NA 0 0 1 0 NA 0 48 0 NA NA 72 96 4 1578947 0 -1 48 96 2 1.0 0.09125148 3.4540083 4.147813 0.01560314 0.0150651 0.014527061 0.0150651 0.014527061 0.014527061 0.020983532 0.014527061 0.024857417 0.022059612 0.02001506 0.03346605 0.048531152 0.068438604 0.038308404 0.069514684 0.09125148 0.042612713 0.2295276 0.018938985 0.055202834 0.031959534 0.017862907 0.02765522 0.019907456 0.0150651 1 1.0 0.59090906 0.75899196 1.9091718 0.18181819 0.045454543 0.045454543 0.045454543 0.045454543 0.59090906 0.045454543 0.053921327 4.2130003 6.056986 0.4766046 
99111820145038 1 4 "1080-c01" NA 0 0 1 0 NA 0 48 0 NA NA 69 96 4 1578947 0 -1 48 144 3 0.99999994 0.41771665 1.2594035 2.981966 0.006054469 0.005845694 0.0056369193 0.005845694 0.0056369193 0.0056369193 0.008142217 0.0056369193 0.008559766 0.014990031 0.006680793 0.015115296 0.006889568 0.41771665 0.19945303 0.050596576 0.08981492 0.01002119 0.06487677 0.009478375 0.0127352625 0.013445097 0.005845694 0.008559766 0.010939798 0.005845694 1 1.0 0.59090906 0.75899196 1.9091718 0.18181819 0.045454543 0.045454543 0.045454543 0.045454543 0.59090906 0.045454543 0.24683255 2.0183954 4.891139 0.98828876 
99111820145038 1 5 "1080-c01" NA 0 0 1 0 NA 0 48 0 NA NA 68 96 4 1578947 0 -1 48 192 3 0.99999994 0.29152346 1.7783161 3.5149658 0.008304695 0.010882015 0.007731957 0.008018326 0.007731957 0.007731957 0.019759448 0.007731957 0.017468497 0.017468497 0.009163802 0.042096216 0.29152346 0.20819014 0.1019473 0.054696444 0.036082473 0.013745702 0.045532644 0.008591063 0.023195876 0.014032071 0.008018326 0.01174112 0.010595645 0.008018326 1 1.0 0.59090906 0.75899196 1.9091718 0.18181819 0.045454543 0.045454543 0.045454543 0.045454543 0.59090906 0.045454543 0.17226385 2.5373082 5.4241366 0.6284968 
99111820145038 1 6 "1080-c01" NA 0 0 1 0 NA 0 48 0 NA NA 69 96 4 1578947 0 -1 24 240 3 1.0 0.41902584 1.2548889 3.4918628 0.013242008 0.012785386 0.012328764 0.012785386 0.012328764 0.012328764 0.017808218 0.012328764 0.018721461 0.018721461 0.01461187 0.026027394 0.06697108 0.41902584 0.030136986 0.021004565 0.034703195 0.021917805 0.097108066 0.013698628 0.027853878 0.022374427 0.012785386 0.018721461 0.016894976 0.012785386 1 1.0 0.59090906 0.75899196 1.9091718 0.18181819 0.045454543 0.045454543 0.045454543 0.045454543 0.59090906 0.045454543 0.24760617 2.013881 5.4010334 0.5472973 
99111820145038 1 7 "1080-c01" NA 0 0 1 0 NA 0 24 0 NA NA 71 96 4 1578947 0 -1 24 264 4 1.0 0.33534658 1.5762751 3.307575 0.008340522 0.01092896 0.0077653136 0.008052918 0.0077653136 0.0077653136 0.019844692 0.0077653136 0.017543858 0.017543858 0.009203335 0.042277824 0.020995108 0.25654298 0.041990217 0.33534658 0.036238134 0.013805002 0.045729075 0.008628126 0.02329594 0.0140926065 0.008052918 0.011791773 0.010641355 0.008052918 1 1.0 0.5409836 0.8863432 2.1031218 0.13114753 0.04918033 0.04918033 0.5409836 0.04918033 0.13114753 0.04918033 0.181417 2.4626184 5.4106956 1.7316206 
99111820145038 1 8 "1080-c01" NA 0 0 1 0 NA 0 24 0 NA NA 72 96 4 1578947 0 -1 60 288 3 0.99999994 0.47052196 1.087666 2.625648 0.0058392393 0.005637886 0.005436533 0.005637886 0.005436533 0.005436533 0.007852771 0.005436533 0.008255477 0.008255477 0.006443299 0.011477127 0.006644652 0.04985503 0.013289305 0.26848423 0.47052196 0.022309924 0.019933958 0.0060405927 0.012282539 0.009866303 0.005637886 0.02090045 0.007450064 0.005637886 1 1.0 0.590909 0.75899214 1.9091718 0.18181817 0.04545454 0.04545454 0.590909 0.04545454 0.04545454 0.04545454 0.27803567 1.846658 4.53482 1.0427909 
99111820145038 1 9 "1080-c01" NA 0 0 1 0 NA 0 60 0 NA NA 74 96 4 1578947 0 -1 12 348 3 1.0 0.436917 1.1945688 2.3558328 0.004286833 0.0041390113 0.00399119 0.0041390113 0.00399119 0.00399119 0.0057650516 0.00399119 0.0060606953 0.010613608 0.0047302986 0.010702301 0.0048781205 0.029416543 0.030244349 0.013629172 0.3640852 0.007095448 0.436917 0.006711111 0.009017132 0.009519726 0.0041390113 0.0060606953 0.0077458643 0.0041390113 1 1.0 0.59090906 0.75899196 1.9091718 0.18181819 0.045454543 0.045454543 0.045454543 0.045454543 0.045454543 0.59090906 0.25817823 1.9535607 4.265005 3.3927865 
99111820145038 1 10 "1080-c01" NA 0 0 1 0 NA 0 12 0 NA NA 72 96 4 1578947 0 -1 12 360 3 1.0 0.35420483 1.4973443 3.5903258 0.012073271 0.011656952 0.011240632 0.011656952 0.011240632 0.011240632 0.01623647 0.011240632 0.019233972 0.017069109 0.0154870935 0.025895087 0.015903413 0.05295587 0.029641965 0.032139886 0.35420483 0.032972522 0.1635304 0.014654454 0.042714402 0.024729392 0.013821813 0.021398835 0.0154038295 0.011656952 1 1.0 0.39473683 1.3410369 2.5279734 0.10526315 0.078947365 0.39473683 0.10526315 0.10526315 0.10526315 0.10526315 0.13981768 2.8383813 6.1182957 1.676531 
