dataset.id      ,melody.id,note.id,melody.name   ,vertint12,articulation,comma,voice,ornament,dyn,phrase,bioi,deltast,accidental,mpitch,cpitch,barlength,pulses,tempo   ,mode,keysig,dur ,onset ,cpitch.order.ltm.cpitch,cpitch.order.stm.cpitch,cpitch.weight.ltm,cpitch.weight.stm,cpitch.weight.ltm.cpitch,cpitch.weight.stm.cpitch,cpitch.probability,cpitch.information.content,cpitch.entropy,cpitch.55    ,cpitch.57    ,cpitch.58    ,cpitch.59    ,cpitch.60   ,cpitch.62    ,cpitch.63    ,cpitch.64    ,cpitch.65   ,cpitch.66    ,cpitch.67   ,cpitch.68    ,cpitch.69   ,cpitch.70   ,cpitch.71   ,cpitch.72  ,cpitch.73   ,cpitch.74   ,cpitch.75    ,cpitch.76   ,cpitch.77   ,cpitch.78    ,cpitch.79    ,cpitch.81    ,cpitch.82    ,cpitch.83    ,cpitch.84    ,cpitch.85    ,cpitch.86   ,cpitch.88    ,onset.order.ltm.onset,onset.order.stm.onset,onset.weight.ltm,onset.weight.stm,onset.weight.ltm.onset,onset.weight.stm.onset,onset.probability,onset.information.content,onset.entropy,onset.0    ,onset.3     ,onset.6     ,onset.9     ,onset.12   ,onset.18    ,onset.24   ,onset.36    ,onset.48    ,onset.72    ,onset.120   ,probability  ,information.content,entropy  ,information.gain
66051622140103.0,15.0     ,1.0    ,"""chor-015""",NA       ,0.0         ,0.0  ,1.0  ,0.0     ,NA ,0.0   ,0.0 ,0.0    ,NA        ,NA    ,74.0  ,96.0     ,4.0   ,600000.0,NA  ,NA    ,24.0,0.0   ,0.0                    ,0.0                    ,0.55405396       ,0.445946         ,1.0                     ,1.0                     ,0.043547735       ,4.5212584                 ,4.8619256     ,0.02490338   ,0.02490338   ,0.025781138  ,0.02490338   ,0.028281277 ,0.029853348  ,0.025781138  ,0.034215137  ,0.028281277 ,0.027468303  ,0.043547735 ,0.023999978  ,0.04467151  ,0.027468303 ,0.044112504 ,0.041816834,0.026635475 ,0.043547735 ,0.025781138  ,0.052472092 ,0.03489898  ,0.036888853  ,0.03879583   ,0.049981304  ,0.029075868  ,0.04738632   ,0.025781138  ,0.029075868  ,0.030614864 ,0.029075868  ,0.0                  ,0.0                  ,0.648152        ,0.351848        ,0.99999994            ,1.0                   ,0.13584055       ,2.880014                 ,3.3046489    ,0.13584055 ,0.03393319  ,0.03393319  ,0.03393319  ,0.10838893 ,0.069162674 ,0.10838893 ,0.089950934 ,0.13060634  ,0.13060634  ,0.12525566  ,0.005915548  ,7.401273           ,8.166577 ,NA
66051622140103.0,15.0     ,2.0    ,"""chor-015""",NA       ,0.0         ,0.0  ,1.0  ,0.0     ,NA ,0.0   ,24.0,0.0    ,NA        ,NA    ,76.0  ,96.0     ,4.0   ,600000.0,NA  ,NA    ,24.0,24.0  ,1.0                    ,0.0                    ,0.40583357       ,0.59416646       ,1.0                     ,1.0                     ,0.044494335       ,4.4902344                 ,4.3815055     ,0.018471163  ,0.018471163  ,0.018945826  ,0.018471163  ,0.020274822 ,0.021094339  ,0.018945826  ,0.023310265  ,0.020274822 ,0.019846251  ,0.027814584 ,0.017977934  ,0.0424215   ,0.019846251 ,0.05161674  ,0.045187343,0.019403685 ,0.25278756  ,0.018945826  ,0.044494335 ,0.02365062  ,0.031277776  ,0.025557378  ,0.040149868  ,0.020690521  ,0.02959003   ,0.027614327  ,0.020690521  ,0.021487145 ,0.020690521  ,1.0                  ,0.0                  ,0.91389704      ,0.08610288      ,1.0                   ,1.0                   ,0.08339804       ,3.583843                 ,2.306125     ,0.04977893 ,0.0059931916,0.0059931916,0.0059931916,0.4919212  ,0.21526778  ,0.08339804 ,0.023693385 ,0.0400857   ,0.0400857   ,0.037789755 ,0.0037107402 ,8.074077           ,6.687629 ,1.2273307
66051622140103.0,15.0     ,3.0    ,"""chor-015""",NA       ,0.0         ,0.0  ,1.0  ,0.0     ,NA ,0.0   ,24.0,0.0    ,NA        ,NA    ,74.0  ,96.0     ,4.0   ,600000.0,NA  ,NA    ,12.0,48.0  ,2.0                    ,0.0                    ,0.7573724        ,0.24262765       ,0.99999994              ,1.0                     ,0.20826992        ,2.2634737                 ,3.71659       ,0.008385745  ,0.008385745  ,0.0087923715 ,0.008385745  ,0.009978238 ,0.010744084  ,0.0087923715 ,0.022483734  ,0.009978238 ,0.019739812  ,0.018001724 ,0.007972699  ,0.018639732 ,0.009588224 ,0.10691574  ,0.01703083 ,0.028096387 ,0.20826992  ,0.0087923715 ,0.26645082  ,0.013300764 ,0.014348163  ,0.024545288  ,0.07117281   ,0.010363429  ,0.02020526   ,0.0087923715 ,0.010363429  ,0.011120466 ,0.010363429  ,2.0                  ,0.0                  ,0.9076252       ,0.092374854     ,0.99999994            ,1.0                   ,0.535028         ,0.90231377               ,2.36746      ,0.044290774,0.0073274146,0.0073274146,0.0073274146,0.10859723 ,0.06458699  ,0.535028   ,0.08039064  ,0.04837468  ,0.04837468  ,0.04837468  ,0.111430235  ,3.1657875          ,6.0840497,1.5698594
66051622140103.0,15.0     ,4.0    ,"""chor-015""",NA       ,0.0         ,0.0  ,1.0  ,0.0     ,NA ,0.0   ,12.0,0.0    ,NA        ,NA    ,72.0  ,96.0     ,4.0   ,600000.0,NA  ,NA    ,12.0,60.0  ,3.0                    ,1.0                    ,0.35925114       ,0.64074886       ,0.99999994              ,1.0                     ,0.033451818       ,4.9017715                 ,3.6525397     ,0.010859761  ,0.010859761  ,0.011106438  ,0.010859761  ,0.01179339  ,0.012214406  ,0.011106438  ,0.013343636  ,0.01179339  ,0.011572446  ,0.015602453 ,0.010602666  ,0.022670718 ,0.011572446 ,0.04336885  ,0.033451818,0.01134371  ,0.27014118  ,0.011106438  ,0.26914766  ,0.013515962 ,0.055476915  ,0.014476233  ,0.021592697  ,0.012007191  ,0.016480908  ,0.015502974  ,0.012007191  ,0.012415535 ,0.012007191  ,3.0                  ,0.0                  ,0.9000428       ,0.09995724      ,1.0                   ,1.0                   ,0.34674802       ,1.5280404                ,2.353535     ,0.03581146 ,0.006233591 ,0.033991836 ,0.006233591 ,0.34674802 ,0.12173975  ,0.35660696 ,0.024938658 ,0.029700616 ,0.02812343  ,0.009872149 ,0.011599352  ,6.429812           ,6.0060763,0.57172227
66051622140103.0,15.0     ,5.0    ,"""chor-015""",NA       ,0.0         ,0.0  ,1.0  ,0.0     ,NA ,0.0   ,12.0,0.0    ,NA        ,NA    ,71.0  ,96.0     ,4.0   ,600000.0,NA  ,NA    ,12.0,72.0  ,3.0                    ,0.0                    ,0.9841377        ,0.015862333      ,1.0                     ,1.0                     ,0.0065906956      ,7.245353                  ,2.1699035     ,0.002387165  ,0.002387165  ,0.0025386568 ,0.002387165  ,0.0029922915,0.64203787   ,0.007170157  ,0.0041969502 ,0.0029922915,0.0028412123 ,0.024630165 ,0.002235518  ,0.14883292  ,0.012045263 ,0.0065906956,0.04373561 ,0.002690003 ,0.0115608815,0.011749877  ,0.00930871  ,0.01352051  ,0.0047970708 ,0.005246358  ,0.008227834  ,0.0031432477 ,0.0074844016 ,0.0025386568 ,0.0031432477 ,0.0034448155,0.0031432477 ,3.0                  ,0.0                  ,0.9552048       ,0.044795148     ,1.0                   ,1.0                   ,0.5951322        ,0.74871796               ,2.031689     ,0.035486963,0.005459533 ,0.15404491  ,0.005459533 ,0.5951322  ,0.005459533 ,0.07868471 ,0.039791595 ,0.035026535 ,0.03741262  ,0.0080419   ,0.003922335  ,7.9940715          ,4.2015924,4.085605
66051622140103.0,15.0     ,6.0    ,"""chor-015""",NA       ,0.0         ,0.0  ,1.0  ,0.0     ,NA ,0.0   ,12.0,0.0    ,NA        ,NA    ,72.0  ,96.0     ,4.0   ,600000.0,NA  ,NA    ,12.0,84.0  ,1.0                    ,0.0                    ,0.48617667       ,0.51382333       ,0.99999994              ,1.0                     ,0.06165787        ,4.0195713                 ,4.230983      ,0.013662424  ,0.013662424  ,0.014084082  ,0.013662424  ,0.015275695 ,0.016018312  ,0.014084082  ,0.018054532  ,0.015275695 ,0.014889687  ,0.022310074 ,0.013226542  ,0.052749228 ,0.014889687 ,0.16710833  ,0.06165787 ,0.014492802 ,0.16775452  ,0.014084082  ,0.10499986  ,0.018370792 ,0.019286789  ,0.020158958  ,0.031032495  ,0.015651658  ,0.04335081   ,0.014084082  ,0.024094006  ,0.016376304 ,0.015651658  ,4.0                  ,0.0                  ,0.71875006      ,0.2812499       ,1.0                   ,1.0                   ,0.27728745       ,1.8505456                ,2.9757848    ,0.13457432 ,0.017833408 ,0.017833408 ,0.017833408 ,0.27728745 ,0.034455124 ,0.1930878  ,0.07221853  ,0.07589003  ,0.07949327  ,0.07949327  ,0.017096953  ,5.8701167          ,7.2067704,4.1281643
66051622140103.0,15.0     ,7.0    ,"""chor-015""",NA       ,0.0         ,0.0  ,1.0  ,0.0     ,NA ,0.0   ,12.0,0.0    ,NA        ,NA    ,74.0  ,96.0     ,4.0   ,600000.0,NA  ,NA    ,24.0,96.0  ,1.0                    ,1.0                    ,0.10141782       ,0.89858216       ,0.99999994              ,1.0                     ,0.1538932         ,2.6999986                 ,3.420931      ,0.009325388  ,0.009325388  ,0.009384704  ,0.009325388  ,0.009545058 ,0.011059155  ,0.010444544  ,0.009883711  ,0.009545058 ,0.009494232  ,0.011860945 ,0.009262526  ,0.011633252 ,0.011018081 ,0.32302994  ,0.17669514 ,0.009440876 ,0.1538932   ,0.010989925  ,0.08462447  ,0.011150049 ,0.0100207785 ,0.010113658  ,0.010593698  ,0.009593592  ,0.010490815  ,0.009384704  ,0.009593592  ,0.009684594 ,0.009593592  ,5.0                  ,0.0                  ,0.85197544      ,0.14802459      ,1.0                   ,1.0                   ,0.3864389        ,1.3716877                ,2.592792     ,0.06189636 ,0.01262864  ,0.24907888  ,0.01262864  ,0.3864389  ,0.016136203 ,0.049757883,0.1015847   ,0.05257045  ,0.016136203 ,0.041143093 ,0.059470322  ,4.0716863          ,6.0137205,0.9647613
66051622140103.0,15.0     ,8.0    ,"""chor-015""",NA       ,0.0         ,0.0  ,1.0  ,0.0     ,NA ,0.0   ,24.0,0.0    ,NA        ,NA    ,72.0  ,96.0     ,4.0   ,600000.0,NA  ,NA    ,12.0,120.0 ,2.0                    ,1.0                    ,0.09594448       ,0.9040555        ,1.0                     ,1.0                     ,0.27695352        ,1.8522843                 ,3.2598326     ,0.00798369   ,0.00798369   ,0.008031725  ,0.00798369   ,0.008161493 ,0.008238308  ,0.008031725  ,0.008435172  ,0.008161493 ,0.008120374  ,0.00879494  ,0.007932768  ,0.00971786  ,0.008120374 ,0.08161495  ,0.27695352 ,0.008077194 ,0.20417428  ,0.008031725  ,0.21915059  ,0.008464129 ,0.00904235   ,0.008620713  ,0.009592237  ,0.008200748  ,0.008924543  ,0.008779929  ,0.008200748  ,0.0082743205,0.008200748  ,6.0                  ,0.0                  ,0.986192        ,0.01380799      ,1.0                   ,1.0                   ,0.021357635      ,5.549104                 ,1.6566608    ,0.023267154,0.0040981984,0.038829315 ,0.0040981984,0.69540983 ,0.14340381  ,0.021357635,0.021357635 ,0.022673499 ,0.0067823213,0.018722419 ,0.0059150723 ,7.401388           ,4.916494 ,1.2551651
66051622140103.0,15.0     ,9.0    ,"""chor-015""",NA       ,0.0         ,0.0  ,1.0  ,0.0     ,NA ,0.0   ,12.0,0.0    ,NA        ,NA    ,71.0  ,96.0     ,4.0   ,600000.0,NA  ,NA    ,12.0,132.0 ,2.0                    ,2.0                    ,0.2560145        ,0.74398553       ,1.0                     ,0.99999994              ,0.24867272        ,2.00768                   ,3.5671322     ,0.008652101  ,0.008652101  ,0.008791703  ,0.008652101  ,0.009175864 ,0.025007455  ,0.011517996  ,0.01002004   ,0.009175864 ,0.009053026  ,0.015878025 ,0.008505629  ,0.025352854 ,0.013182066 ,0.24867272  ,0.16325113 ,0.008925143 ,0.22236969  ,0.013097197  ,0.06771222  ,0.013584276 ,0.010374535  ,0.010618995  ,0.01193774   ,0.009294102  ,0.011647238  ,0.008791703  ,0.009294102  ,0.009518264 ,0.009294102  ,1.0                  ,0.0                  ,0.9379631       ,0.062036823     ,1.0                   ,1.0                   ,0.58976865       ,0.7617789                ,2.1859157    ,0.0546622  ,0.010124149 ,0.07211779  ,0.010124149 ,0.58976865 ,0.028371394 ,0.10503769 ,0.013260088 ,0.01634724  ,0.05151718  ,0.04866946  ,0.14665937   ,2.7694588          ,5.753051 ,0.6990186
66051622140103.0,15.0     ,10.0   ,"""chor-015""",NA       ,0.0         ,0.0  ,1.0  ,0.0     ,NA ,0.0   ,12.0,0.0    ,NA        ,NA    ,72.0  ,96.0     ,4.0   ,600000.0,NA  ,NA    ,24.0,144.0 ,1.0                    ,1.0                    ,0.102823995      ,0.897176         ,0.99999994              ,1.0                     ,0.35368717        ,1.4994543                 ,3.2765265     ,0.008819293  ,0.008819293  ,0.008876171  ,0.008819293  ,0.009029955 ,0.009121069  ,0.008876171  ,0.009354854  ,0.009029955 ,0.008981207  ,0.0097831   ,0.008759022  ,0.011735874 ,0.008981207 ,0.09461566  ,0.35368717 ,0.008930036 ,0.22280826  ,0.008876171  ,0.085759334 ,0.009389274 ,0.009486399  ,0.00957555   ,0.010490281  ,0.00907651   ,0.0112588    ,0.008876171  ,0.009943567  ,0.009163806 ,0.00907651   ,2.0                  ,0.0                  ,0.7258498       ,0.2741502       ,0.99999994            ,1.0                   ,0.28295562       ,1.8213524                ,2.9977138    ,0.12621783 ,0.034036275 ,0.20735835  ,0.034036275 ,0.28295562 ,0.029817302 ,0.034036275,0.08836062  ,0.034036275 ,0.06295611  ,0.06618913  ,0.10007777   ,3.3208065          ,6.274241 ,0.741173
