dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpitch cpitch.order.stm.cpitch cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpitch cpitch.weight.stm.cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.57 cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.84 cpitch.85 cpitch.86 cpitch.88 cpitch.89 cpitch.90 onset.order.ltm.onset onset.order.stm.onset onset.weight.ltm onset.weight.stm onset.weight.ltm.onset onset.weight.stm.onset onset.probability onset.information.content onset.entropy onset.0 onset.3 onset.6 onset.8 onset.9 onset.12 onset.16 onset.18 onset.24 onset.36 onset.48 onset.60 onset.72 onset.84 onset.96 onset.120 onset.144 dur.order.ltm.dur dur.order.stm.dur dur.weight.ltm dur.weight.stm dur.weight.ltm.dur dur.weight.stm.dur dur.probability dur.information.content dur.entropy dur.3 dur.6 dur.8 dur.9 dur.12 dur.16 dur.18 dur.24 dur.36 dur.48 dur.72 dur.84 dur.96 dur.144 probability information.content entropy information.gain 
99072621173252 1 1 "shanx002" NA 0 0 1 0 NA 0 0 0 NA NA 83 96 4 600000 NA NA 18 0 0 0 0.9099434 0.090056576 1.0 1.0 0.0013389083 9.544726 3.712928 0.0013389083 0.0013389083 0.00429492 0.0028569524 0.03841805 0.003583131 0.054590937 0.055139326 0.033269797 0.12828812 0.008375438 0.17002365 0.03037591 0.13683142 0.1064139 0.03898571 0.10435758 0.008375438 0.03955255 0.0049951626 0.011621835 0.003583131 0.0013389083 0.0013389083 0.0013389083 0.0013389083 0.0013389083 0.0013389083 0.0013389083 0.0013389083 0.0013389083 0.0013389083 0 0 0.7963532 0.20364684 0.99999994 1.0 0.12330434 3.0197043 3.532173 0.12330434 0.01005739 0.01005739 0.01005739 0.01005739 0.02353964 0.01005739 0.01005739 0.12330434 0.019338502 0.1179038 0.045892052 0.12330434 0.031427607 0.1179038 0.1124392 0.10129811 0 0 0.99871105 0.0012889728 1.0 1.0 0.0029594635 8.400449 1.4744649 0.0011851871 0.0076851277 0.0011851871 0.0011851871 0.18310098 0.0011851871 0.0029594635 0.68707407 0.012996782 0.07780078 0.015946385 0.0017768495 0.0035505209 0.002368253 4.885873e-7 20.96488 8.719621 NA 
99072621173252 1 2 "shanx002" NA 0 0 1 0 NA 0 18 0 NA NA 83 96 4 600000 NA NA 6 18 0 0 0.728537 0.271463 1.0 1.0 0.006317268 7.3064833 4.0055017 0.0029275743 0.0029275743 0.0074438076 0.0053708158 0.043019783 0.0064385915 0.056994643 0.057452578 0.03833894 0.11295986 0.0127064055 0.14153399 0.03564496 0.11894372 0.0972572 0.04352797 0.09574957 0.0127064055 0.04403395 0.008400648 0.016516859 0.0064385915 0.0029275743 0.0029275743 0.0029275743 0.006317268 0.0029275743 0.0029275743 0.0029275743 0.0029275743 0.0029275743 0.0029275743 1 0 0.99992603 7.396254e-5 1.0 1.0 3.794996e-4 11.363614 0.8899856 0.008831406 3.794996e-4 3.794996e-4 3.794996e-4 3.794996e-4 0.08112892 3.794996e-4 3.794996e-4 0.86228156 8.624468e-4 0.008347083 0.0025526378 0.008829935 0.0015868306 0.008347083 0.007864228 0.0068985135 1 0 0.9992175 7.8246207e-4 1.0 1.0 0.74839014 0.41813755 1.1709707 2.9963674e-4 0.74839014 2.9963674e-4 2.9963674e-4 0.046409998 2.9963674e-4 7.497752e-4 0.1742672 0.0032898334 0.019711345 0.004036876 4.4931294e-4 8.981394e-4 5.989494e-4 1.794191e-6 19.088234 6.0653844 4.9198594 
99072621173252 1 3 "shanx002" NA 0 0 1 0 NA 0 6 0 NA NA 83 96 4 600000 NA NA 12 24 0 1 0.728537 0.271463 1.0 1.0 0.006317268 7.3064833 4.0055017 0.0029275743 0.0029275743 0.0074438076 0.0053708158 0.043019783 0.0064385915 0.056994643 0.057452578 0.03833894 0.11295986 0.0127064055 0.14153399 0.03564496 0.11894372 0.0972572 0.04352797 0.09574957 0.0127064055 0.04403395 0.008400648 0.016516859 0.0064385915 0.0029275743 0.0029275743 0.0029275743 0.006317268 0.0029275743 0.0029275743 0.0029275743 0.0029275743 0.0029275743 0.0029275743 0 0 0.9996889 3.1110377e-4 0.99999994 1.0 0.8494282 0.23543613 1.0936822 0.0048374515 0.0048340647 0.8494282 0.0048340647 0.0048340647 0.0048340647 0.0048340647 0.053135067 0.0048340647 0.0048340647 0.0048340647 0.0048340647 0.0048340647 0.0048340647 0.0048340647 0.02898823 0.0048340647 2 0 0.99396473 0.0060353414 1.0 1.0 0.2370323 2.0768445 1.6346893 6.697522e-4 0.08964961 6.697522e-4 6.697522e-4 0.2370323 6.697522e-4 0.001682055 0.6053629 0.007261423 0.043099932 0.008900737 0.0010021729 0.0019959786 0.0013339126 0.0012719309 9.618764 6.729451 8.610215 
99072621173252 1 4 "shanx002" NA 0 0 1 0 NA 0 12 0 NA NA 88 96 4 600000 NA NA 12 36 0 1 0.07456244 0.92543757 1.0 1.0 0.011890786 6.3940125 3.1299968 0.011890786 0.011890786 0.013082472 0.012652661 0.015655397 0.012889666 0.016112657 0.01612586 0.015471909 0.017281165 0.013818384 0.017684646 0.015356969 0.0173727 0.017018462 0.015674222 0.016991273 0.013818384 0.015692774 0.01324539 0.014194329 0.012889666 0.011890786 0.011890786 0.011890786 0.5661725 0.011890786 0.011890786 0.011890786 0.011890786 0.011890786 0.011890786 1 0 0.9991032 8.968597e-4 1.0 1.0 0.0523381 4.2559943 1.2735664 0.015209987 6.5407954e-4 6.5407954e-4 6.5407954e-4 6.5407954e-4 0.0523381 6.5407954e-4 6.5407954e-4 0.8006601 0.004392655 0.066006094 0.0027317337 0.014349912 0.0010698395 0.013520476 0.011861459 0.013935198 3 0 0.9966016 0.0033983313 1.0 1.0 0.33774224 1.5660053 1.5508168 7.5562956e-4 0.006728307 7.5562956e-4 7.5562956e-4 0.33774224 7.5562956e-4 0.002807331 0.5556399 0.009151313 0.06808704 0.011923406 0.0011318836 0.0022584412 0.0015077034 2.1019089e-4 12.216012 5.954437 11.28288 
99072621173252 1 5 "shanx002" NA 0 0 1 0 NA 0 12 0 NA NA 78 96 4 600000 NA NA 18 48 0 0 0.40764272 0.5923573 1.0 1.0 0.024109975 5.374226 4.6106005 0.009156941 0.009156941 0.01543559 0.012858973 0.041192554 0.014232137 0.048214197 0.04843057 0.038621236 0.07069807 0.02081915 0.080205955 0.037078433 0.07276975 0.06501841 0.04146412 0.06445252 0.02081915 0.041733127 0.016516149 0.024109975 0.014232137 0.009156941 0.009156941 0.009156941 0.07134064 0.009156941 0.009156941 0.009156941 0.048187677 0.009156941 0.009156941 1 0 0.9884096 0.011590413 1.0 1.0 0.670409 0.57688653 1.8690227 0.007954478 0.0030138106 0.0030138106 0.0030138106 0.0030138106 0.670409 0.0030138106 0.0030138106 0.024117826 0.08405507 0.014790556 0.079469815 0.0053880257 0.07488145 0.0124491975 0.0053880257 0.0030138106 4 1 0.9834287 0.016571289 1.0 0.99999994 0.0037122488 8.073491 1.5471631 6.717318e-4 0.0059402552 6.717318e-4 6.717318e-4 0.32065237 6.717318e-4 0.0037122488 0.56853247 0.009024421 0.07262889 0.012514534 0.0010008502 0.00197884 0.0013281205 6.0003098e-5 14.024603 8.026818 5.3724036 
99072621173252 1 6 "shanx002" NA 0 0 1 0 NA 0 18 0 NA NA 81 96 4 600000 NA NA 6 66 1 0 0.7205803 0.27941972 1.0 1.0 0.0015024296 9.378487 3.793515 0.0015024296 0.0015024296 0.0037814176 0.0027380919 0.021439113 0.00327596 0.028316423 0.02854144 0.019130448 0.055703677 0.006417205 0.06962271 0.017800357 0.11356292 0.048038717 0.05876301 0.10501916 0.006417205 0.18060179 0.0042618555 0.09914653 0.10594397 0.0015024296 0.0015024296 0.0015024296 0.0035176144 0.0015024296 0.0015024296 0.0015024296 0.0029361604 0.0015024296 0.0015024296 3 0 0.7448111 0.25518888 1.0 1.0 0.0075869057 7.0422726 3.318933 0.13471629 0.0075869057 0.0075869057 0.0075869057 0.0075869057 0.18633571 0.0075869057 0.0075869057 0.21673681 0.022022376 0.075843066 0.010948753 0.07255039 0.0194745 0.06580462 0.074202985 0.075843066 1 1 0.99550396 0.0044960342 1.0 1.0 0.7492521 0.41647694 1.1706902 3.0439437e-4 0.7492521 3.0439437e-4 3.0439437e-4 0.046808235 3.0439437e-4 7.666488e-4 0.17289506 0.0033124408 0.019715182 0.004061527 4.557603e-4 9.086852e-4 6.068952e-4 8.540568e-6 16.837236 8.283049 4.437414 
99072621173252 1 7 "shanx002" NA 0 0 1 0 NA 0 6 0 NA NA 81 96 4 600000 NA NA 24 72 0 0 0.7125764 0.28742352 1.0 1.0 0.005629486 7.472781 4.0721226 0.003069434 0.003069434 0.00764657 0.005556704 0.042525448 0.006635027 0.055993594 0.056433592 0.037994154 0.10932511 0.012900504 0.13630474 0.035380833 0.11498634 0.09443686 0.043016728 0.093004785 0.012900504 0.043505747 0.0086066425 0.030579222 0.006635027 0.003069434 0.005629486 0.003069434 0.006748196 0.003069434 0.003069434 0.003069434 0.005629486 0.003069434 0.003069434 0 0 0.9991543 8.457026e-4 0.99999994 1.0 0.7923558 0.33577976 1.2627788 0.0045303674 0.00452175 0.7923558 0.00452175 0.00452175 0.00452175 0.00452175 0.117242016 0.00452175 0.00452175 0.00452175 0.00452175 0.027089419 0.00452175 0.00452175 0.00452175 0.00452175 3 1 0.97603667 0.023963355 1.0 1.0 0.65567356 0.6089504 1.5074011 6.0654327e-4 0.07710473 6.0654327e-4 6.0654327e-4 0.20915098 6.0654327e-4 0.0015774649 0.65567356 0.0062994016 0.03620791 0.007693235 9.0101775e-4 0.0017723506 0.0011931035 0.0029246684 8.417511 6.8423076 6.8595524 
99072621173252 1 8 "shanx002" NA 0 0 1 0 NA 0 24 0 NA NA 78 96 4 600000 NA NA 12 96 0 1 0.2762077 0.7237923 1.0 1.0 0.10467208 3.2560515 4.4368753 0.009791934 0.009791934 0.0139483735 0.012324819 0.027125007 0.013201917 0.030177703 0.030269401 0.02596587 0.03911298 0.017083121 0.04260409 0.025258444 0.03988595 0.036955304 0.027246045 0.036737062 0.017083121 0.027365692 0.014602742 0.10467208 0.013201917 0.009791934 0.1760883 0.009791934 0.08664427 0.009791934 0.009791934 0.009791934 0.054318506 0.009791934 0.009791934 1 0 0.9971475 0.0028524792 0.99999994 1.0 0.7233759 0.46718252 1.5072862 0.01587254 6.837685e-4 6.837685e-4 6.837685e-4 6.837685e-4 0.12998071 6.837685e-4 6.837685e-4 0.7233759 0.0011173233 0.06495584 0.0024155336 0.012329722 0.0011173233 0.014480762 0.014910854 0.015340912 2 0 0.99967426 3.2571598e-4 1.0 1.0 0.09501538 3.3956952 1.0098592 3.759727e-4 0.002748898 3.759727e-4 3.759727e-4 0.09501538 3.759727e-4 0.0015512422 0.8199032 0.009929177 0.054357357 0.011782905 5.638846e-4 0.001432771 7.5177563e-4 0.0071943044 7.118929 6.9512534 10.132349 
99072621173252 1 9 "shanx002" NA 0 0 1 0 NA 0 12 0 NA NA 81 96 4 600000 NA NA 12 108 1 1 0.23098162 0.76901835 1.0 1.0 0.19246599 2.3773246 3.817529 0.0065724347 0.0065724347 0.008835313 0.007966706 0.015408936 0.008438136 0.016846325 0.016889121 0.014856324 0.02092653 0.010467654 0.022477493 0.01451708 0.026294203 0.019956678 0.021288272 0.02564316 0.010467654 0.030510273 0.009180632 0.27772748 0.02571533 0.0065724347 0.19246599 0.0065724347 0.08987931 0.0065724347 0.0065724347 0.0065724347 0.05408954 0.0065724347 0.0065724347 2 0 0.9915107 0.008489322 1.0 1.0 0.031787585 4.975393 1.7799217 0.024185106 8.90641e-4 8.90641e-4 8.90641e-4 8.90641e-4 0.031787585 8.90641e-4 8.90641e-4 0.6988995 0.06371302 0.079363085 0.0015951742 0.023040297 8.90641e-4 0.023727272 0.02441407 0.023040297 2 1 0.9999888 1.1165602e-5 1.0 1.0 0.91431534 0.12923627 0.5426519 8.0830214e-5 0.01573816 8.0830214e-5 8.0830214e-5 0.91431534 8.0830214e-5 3.0023104e-4 0.05911817 9.872556e-4 0.0073955897 0.0012874699 1.2124477e-4 2.4248764e-4 1.6165918e-4 0.005593808 7.481954 6.1399713 3.451201 
99072621173252 1 10 "shanx002" NA 0 0 1 0 NA 0 12 0 NA NA 78 96 4 600000 NA NA 12 120 0 2 0.09658946 0.9034105 1.0 0.99999994 0.25662622 1.9622594 3.0507057 0.0055386764 0.0055386764 0.0062681446 0.006002679 0.007909484 0.006148737 0.008210033 0.0082187485 0.0077896053 0.00898945 0.006728647 0.009262273 0.007714723 0.009051181 0.008812824 0.007921808 0.008794589 0.006728647 0.007933956 0.0063694483 0.25662622 0.006148737 0.0055386764 0.3630071 0.0055386764 0.119633526 0.0055386764 0.0055386764 0.0055386764 0.06588161 0.0055386764 0.0055386764 1 0 0.9408216 0.059178434 1.0 1.0 0.50574166 0.9835275 2.4825282 0.010824317 0.005449724 0.005449724 0.005449724 0.005449724 0.50574166 0.005449724 0.005449724 0.021025231 0.10241151 0.009474152 0.119380586 0.005449724 0.12275552 0.021025231 0.0133903 0.035823364 3 2 0.9504649 0.049535092 0.99999994 1.0 0.27430865 1.866128 1.550141 6.896805e-4 0.005963101 6.896805e-4 6.896805e-4 0.27430865 6.896805e-4 0.006003356 0.60285974 0.008492863 0.080790244 0.014517096 0.00101395 0.0019594536 0.0013328044 0.035601582 4.811915 7.083328 5.2619863 
