dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpitch cpitch.order.stm.cpitch cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpitch cpitch.weight.stm.cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 onset.order.ltm.onset onset.order.stm.onset onset.weight.ltm onset.weight.stm onset.weight.ltm.onset onset.weight.stm.onset onset.probability onset.information.content onset.entropy onset.0 onset.6 onset.12 onset.18 onset.24 onset.36 onset.48 onset.72 onset.84 onset.96 onset.120 onset.144 probability information.content entropy information.gain 
99030821133330 1 1 "chor-001" NA 0 0 1 0 NA 0 0 0 NA NA 73 96 4 600000 NA NA 24 0 0 0 0.7121036 0.28789636 1.0 1.0 0.045370646 4.462097 4.0317383 0.019080468 0.0179341 0.044971056 0.018510874 0.056052458 0.056418166 0.041306995 0.10123196 0.022366554 0.12442421 0.039213866 0.10608729 0.088500716 0.045370646 0.087279476 0.022366554 0.04576881 0.01964327 0.024961585 0.018510874 0 0 0.6873839 0.31261614 1.0 1.0 0.12535414 2.9959185 3.354111 0.12535414 0.023390105 0.03636159 0.023390105 0.12535414 0.032310296 0.12082097 0.12535414 0.043910626 0.12082097 0.11620907 0.1067239 0.0056873984 7.4580154 7.3858485 NA 
99030821133330 1 2 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 73 96 4 600000 NA NA 12 24 1 0 0.9453892 0.0546108 1.0 1.0 0.10335193 3.2743628 2.5494285 0.0024712945 0.002276143 0.007713443 0.0023738348 0.010333525 0.01042313 0.035772778 0.022650307 0.0030517024 0.07087831 0.006430797 0.34429508 0.018948764 0.10335193 0.33960882 0.0030517024 0.007895625 0.0025685325 0.003530473 0.0023738348 1 0 0.99982226 1.778021e-4 1.0 1.0 0.8592901 0.21878278 0.89720213 0.009658454 8.3994e-4 0.081282005 8.3994e-4 0.8592901 0.0013437915 0.009151456 0.009655113 0.0020995077 0.009151456 0.008647792 0.0076404507 0.08880929 3.4931455 3.4456117 4.0461655 
99030821133330 1 3 "chor-001" NA 0 0 1 0 NA 0 12 0 NA NA 74 96 4 600000 NA NA 12 36 2 1 0.9880943 0.011905763 1.0 1.0 0.28112024 1.8307407 1.9664509 0.0012588229 0.0011551171 0.004136357 0.0012069832 0.005615069 0.0056659677 0.02055988 0.012751943 0.0015693536 0.042014144 0.003420319 0.5428715 0.010582363 0.055918876 0.28112024 0.0015693536 0.00423852 0.0013106366 0.0018275552 0.0012069832 2 0 0.996798 0.0032019857 1.0 1.0 0.05731326 4.124987 1.364669 0.017895695 0.0015586227 0.05731326 0.0015586227 0.7781208 0.0057427958 0.07251119 0.01685954 0.0020245085 0.015934382 0.014083532 0.016396983 0.016111918 5.955728 3.3311198 0.22807862 
99030821133330 1 4 "chor-001" NA 0 0 1 0 NA 0 12 0 NA NA 76 96 4 600000 NA NA 24 48 3 0 0.60392183 0.3960782 1.0 1.0 0.14830808 2.7533307 3.3267808 0.006630002 0.0062906025 0.013718025 0.006461764 0.016535616 0.016627066 0.012764073 0.029465195 0.0075864694 0.058678564 0.01566858 0.047615983 0.10937161 0.22358778 0.21823618 0.028334424 0.14830808 0.0067954836 0.020862725 0.006461764 1 0 0.97741747 0.022582527 1.0 1.0 0.65695095 0.60614246 1.8573716 0.0139254145 0.00715739 0.65695095 0.00715739 0.03450962 0.111217104 0.022461291 0.010252956 0.09952932 0.01942819 0.010252956 0.00715739 0.09743114 3.3594732 5.1841516 5.1703014 
99030821133330 1 5 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 73 96 4 600000 NA NA 24 72 4 0 0.88193667 0.118063316 1.0 0.99999994 0.31767175 1.6543913 2.67573 0.0017583459 0.00162846 0.005084523 0.0016935698 0.0066792318 0.0067332448 0.0045765475 0.0138891805 0.0021407837 0.021543747 0.004291093 0.052220054 0.023818396 0.31767175 0.32562852 0.0021407837 0.071224935 0.028050508 0.107532665 0.0016935698 4 0 0.58843005 0.41156992 1.0 1.0 0.17731191 2.4956386 3.2685888 0.17685406 0.01946907 0.15746716 0.01946907 0.17731191 0.033381436 0.0793959 0.0767943 0.030962566 0.071396 0.078102686 0.0793959 0.056326985 4.1500297 5.944321 1.8851321 
99030821133330 1 6 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 69 96 4 600000 NA NA 24 96 2 1 0.9054829 0.09451714 1.0 1.0 0.4274678 1.2261124 2.3378437 0.0016153519 0.0014929672 0.0048053474 0.0015542852 0.0063586393 0.0064114397 0.020888317 0.013483509 0.0019770493 0.4274678 0.0040371534 0.18271396 0.011365298 0.06950842 0.23293346 0.0019770493 0.005906243 0.0016761783 0.0022731945 0.0015542852 3 0 0.99993044 6.95454e-5 1.0 1.0 0.8740275 0.19424944 0.78428 0.004382821 3.8112787e-4 0.0339098 3.8112787e-4 0.8740275 4.9545727e-4 0.06983545 0.003467732 4.9545727e-4 0.004039293 0.004153605 0.0042679165 0.3736186 1.4203618 3.1217442 4.4656405 
99030821133330 1 7 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 71 96 4 600000 NA NA 24 120 3 0 0.9299424 0.07005748 1.0 0.99999994 0.45273983 1.1432458 2.6317031 0.0022097626 0.002038001 0.006770066 0.002124013 0.0128369825 0.019083712 0.07654149 0.13337938 0.011927758 0.16942905 0.024353094 0.45273983 0.028427958 0.009798858 0.030282293 0.0027193578 0.0077806874 0.0022952624 0.0031385068 0.002124013 4 0 0.99373937 0.006260628 1.0 1.0 0.7636669 0.38898456 1.5118967 0.024056535 0.0015432877 0.03129558 0.0015432877 0.7636669 0.03330161 0.048658695 0.02309521 0.0015432877 0.023765242 0.024435155 0.02309521 0.34574243 1.5322304 4.1436 1.225888 
99030821133330 1 8 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 73 96 4 600000 NA NA 24 144 3 0 0.95626956 0.043730408 0.99999994 1.0 0.39378536 1.3445187 2.446681 0.0010590774 9.74522e-4 0.0033491966 0.00101684 0.0045019705 0.0045414586 0.004169627 0.050301574 0.001310991 0.17743629 0.003971232 0.065291956 0.23613547 0.39378536 0.032622837 0.001310991 0.012187024 0.001101238 0.003915601 0.00101684 5 0 0.9931654 0.006834623 1.0 1.0 0.68993175 0.5354744 1.5271559 0.011334669 0.0017073407 0.024989143 0.0020154638 0.68993175 0.0020154638 0.18560162 0.044694617 0.0029380482 0.012097695 0.011489233 0.011184921 0.27168503 1.879993 3.9738367 2.0346103 
99030821133330 1 9 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 74 96 4 600000 NA NA 24 168 4 1 0.98099256 0.019007372 1.0 1.0 0.66459453 0.5894537 1.9281582 0.0017588764 0.001614972 0.0057302746 0.0016869538 0.0077617285 0.007831579 0.02815612 0.017523447 0.00218929 0.08316994 0.0047447933 0.0426033 0.014561561 0.101785794 0.66459453 0.00218929 0.006033117 0.0018307418 0.0025466988 0.0016869538 6 0 0.990719 0.009281002 1.0 1.0 0.7323816 0.44933257 1.6064954 0.024351474 0.0018839829 0.047859903 0.0018839829 0.7323816 0.0018839829 0.07355776 0.029580075 0.0035376912 0.027962795 0.02715383 0.027962795 0.4867368 1.0387862 3.534651 2.0082188 
99030821133330 1 10 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 73 96 4 600000 NA NA 24 192 5 1 0.674031 0.325969 1.0 1.0 0.2596204 1.9455243 2.9404404 0.0033361835 0.003146149 0.007510806 0.0032418398 0.009251956 0.009309081 0.0069302744 0.017629828 0.0038776651 0.07662021 0.008712192 0.05419988 0.078699365 0.2596204 0.13071902 0.016876414 0.29165527 0.003429254 0.011992329 0.0032418398 3 0 0.999999 1.0173895e-6 1.0 1.0 0.95039064 0.07340747 0.4287703 0.0048998785 3.218902e-4 3.218902e-4 3.218902e-4 0.95039064 0.009334779 0.005185992 0.013340504 0.001466386 0.004756807 0.0048998687 0.004756807 0.2467408 2.0189319 3.3692033 2.033539 
99030821133330 1 11 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 71 96 4 600000 NA NA 24 216 3 1 0.992841 0.0071589784 1.0 1.0 0.6749475 0.5671528 1.5406415 6.1769085e-4 5.6656933e-4 0.002041299 5.921341e-4 0.0027751173 0.0028003938 0.010224796 0.0063272337 7.70881e-4 0.021338252 0.0016863921 0.6749475 0.005246033 0.070155725 0.19489188 7.70881e-4 0.0021135642 6.4323994e-4 8.983693e-4 5.921341e-4 7 0 0.9999944 5.613467e-6 1.0 1.0 0.9333727 0.09947486 0.54727197 0.0073864856 6.7766086e-4 0.021616967 6.7766086e-4 0.9333727 0.0010842546 0.0071831113 0.0069798166 0.0021007357 0.0071831113 0.0069798166 0.004743575 0.6299776 0.6666276 2.0878913 3.04999 
99030821133330 1 12 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 69 96 4 600000 NA NA 24 240 6 1 0.8894001 0.110599905 1.0 1.0 0.4661619 1.101097 2.273113 6.798354e-4 6.292085e-4 0.001983591 6.5458287e-4 0.0026117465 0.0026330468 0.0024319496 0.01251726 8.2907826e-4 0.4661619 0.0023241448 0.1737434 0.03765914 0.20779149 0.030350769 8.2907826e-4 0.031547572 7.049718e-4 0.02326262 6.5458287e-4 9 0 0.9956154 0.0043845703 1.0 1.0 0.75910425 0.39763007 1.4303161 0.017472459 0.0015632589 0.043136396 0.0015632589 0.75910425 0.005286638 0.09686523 0.031625204 0.0043574097 0.01593776 0.0108498465 0.012238335 0.35386547 1.4987272 3.7034287 1.8060981 
99030821133330 1 13 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 69 96 4 600000 NA NA 36 264 5 1 0.88832784 0.1116721 1.0 1.0 0.41725096 1.2610128 2.1249444 0.0010989802 0.001017235 0.0032024158 0.0010582069 0.009917037 0.008618014 0.0077969 0.104784496 0.0075565097 0.41725096 0.0108782705 0.3689727 0.016330007 0.008632319 0.02378905 0.0013399167 0.0040227594 0.0011395644 0.0015365564 0.0010582069 10 0 0.99391353 0.006086443 1.0 1.0 0.66214925 0.5947716 1.498801 0.010370838 9.808547e-4 0.23135933 9.808547e-4 0.66214925 0.0030197836 0.044413418 0.019310517 0.0027292366 0.0067851464 0.007651887 0.010248734 0.2762824 1.8557844 3.6237469 1.243611 
99030821133330 1 14 "chor-001" NA 0 0 1 0 NA 0 36 0 NA NA 71 96 4 600000 NA NA 12 300 4 1 0.70510405 0.29489598 1.0 1.0 0.44589785 1.1652149 2.7163887 0.0031490065 0.0029616156 0.007359656 0.0030559115 0.011954877 0.029311242 0.011713146 0.1397488 0.035777144 0.17112006 0.02120097 0.44589785 0.02518299 0.022561943 0.04200691 0.0036855745 0.012906756 0.0032409634 0.0041087493 0.0030559115 11 0 0.9866402 0.013359779 1.0 1.0 0.3060669 1.7080811 1.6859031 0.00813378 5.5592833e-4 0.09089573 5.5592833e-4 0.5484376 0.3060669 0.01663562 0.005331769 5.5592833e-4 0.0060404427 0.008160168 0.008630129 0.13647456 2.873296 4.4022903 0.86265445 
99030821133330 1 15 "chor-001" NA 0 0 1 0 NA 0 12 0 NA NA 73 96 4 600000 NA NA 24 312 5 2 0.44949967 0.55050033 1.0 1.0 0.41944438 1.2534486 2.5872064 0.0035712675 0.003434286 0.0061355876 0.0035035966 0.0070508327 0.007079836 0.0068011917 0.028716702 0.0039480566 0.25637957 0.006647113 0.10186373 0.049553603 0.41944438 0.047976833 0.0039480566 0.030201225 0.0036374032 0.0066031795 0.0035035966 1 0 0.999584 4.1594676e-4 1.0 1.0 0.85050946 0.23360081 1.0138566 0.012077096 0.0025421367 0.85050946 0.0025421367 0.012067325 0.03428172 0.0025421367 0.007305433 0.053317316 0.0025421367 0.010480135 0.008892843 0.35674143 1.4870493 3.5987363 4.97818 
99030821133330 1 16 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 73 96 4 600000 NA NA 24 336 5 2 0.90455216 0.095447816 1.0 0.99999994 0.36352396 1.4598776 2.1393619 0.0016560027 0.0015306621 0.004920758 0.0015934623 0.0065094815 0.006563477 0.021357713 0.013792709 0.0020263812 0.0749336 0.004134855 0.03998801 0.011627967 0.36352396 0.43217197 0.0020263812 0.0060013146 0.0017182945 0.002329582 0.0015934623 3 0 0.93896717 0.061032813 0.99999994 1.0 0.48693544 1.0381976 2.1816401 0.019232512 0.0010075291 0.13192214 0.0010075291 0.48693544 0.0010075291 0.19858757 0.09450104 0.0010075291 0.018550524 0.017570255 0.028670335 0.1770127 2.4980752 4.320999 3.3924735 
99030821133330 1 17 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 71 96 4 600000 NA NA 12 360 3 2 0.97879773 0.021202281 1.0 1.0 0.66533226 0.58785313 1.6217893 9.023392e-4 8.286717e-4 0.0029319886 8.6552236e-4 0.00396872 0.004004355 0.014355315 0.008943764 0.0011226002 0.031172642 0.0024287768 0.66533226 0.0074351295 0.04069794 0.20765372 0.0011226002 0.0031235982 9.3912345e-4 0.0013054266 8.6552236e-4 3 0 0.9981931 0.0018069282 1.0 1.0 0.7994569 0.32290787 1.2539301 0.014880924 0.0015057519 0.0015057519 0.0015057519 0.7994569 0.0035080463 0.07890278 0.02413781 0.004841621 0.022808403 0.02413781 0.022808403 0.53190446 0.91076094 2.8757193 2.551937 
99030821133330 1 18 "chor-001" NA 0 0 1 0 NA 0 12 0 NA NA 69 96 4 600000 NA NA 12 372 4 2 0.96353 0.036469992 1.0 0.99999994 0.6824899 0.55112046 1.6313785 3.9531334e-4 3.635223e-4 0.0012611035 3.7943042e-4 0.0016989792 0.001713995 0.0015726415 0.009278788 4.901366e-4 0.6824899 0.0014972597 0.15755045 0.030600106 0.068457656 0.021364791 4.901366e-4 0.011551107 4.111721e-4 0.00805406 3.7943042e-4 4 0 0.9931197 0.006880249 1.0 1.0 0.47928438 1.0610462 1.5228251 0.006533679 5.841024e-4 0.47928438 5.841024e-4 0.43960884 5.841024e-4 0.036557723 0.00872633 0.0016111423 0.009232289 0.00872633 0.007967001 0.32710674 1.6121665 3.1542041 2.8770678 
99030821133330 1 19 "chor-001" NA 0 0 1 0 NA 0 12 0 NA NA 71 96 4 600000 NA NA 24 384 4 2 0.88697714 0.1130229 1.0 1.0 0.67386895 0.56946003 1.7314419 9.242936e-4 8.556424e-4 0.0026890042 8.9005235e-4 0.008312834 0.007225488 0.006538047 0.08752001 0.006336771 0.14714636 0.009117294 0.67386895 0.0136780515 0.007274095 0.019970339 0.0011265926 0.0033861492 9.583738e-4 0.001291657 8.9005235e-4 1 0 0.9924338 0.0075662266 1.0 1.0 0.7386237 0.43708858 1.555561 0.011631435 0.0049436367 0.7386237 0.0049436367 0.0049436367 0.077989966 0.015789093 0.013626582 0.077989966 0.020107608 0.017949343 0.011461439 0.49773556 1.0065486 3.287003 3.9704523 
99030821133330 1 20 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 69 96 4 600000 NA NA 72 408 5 2 0.35654673 0.6434533 1.0 1.0 0.3055469 1.7105343 2.2377462 0.0032792056 0.0031790347 0.0050373175 0.0032298206 0.0056246645 0.0056430083 0.0054661124 0.01572088 0.003550762 0.3055469 0.0053676553 0.06340783 0.020042628 0.47742218 0.035912674 0.003550762 0.026121857 0.0033272828 0.0053394954 0.0032298206 1 0 1.0 9.0745196e-8 1.0 1.0 0.9676175 0.047491215 0.3035769 0.0050242003 3.300571e-4 3.300571e-4 3.300571e-4 0.9676175 0.0010635171 0.0050241994 0.0053175837 0.0013569009 0.0050241994 0.0045841243 0.003997356 0.29565254 1.7580254 2.541322 11.598042 
99030821133330 1 21 "chor-001" NA 0 0 1 0 NA 0 72 0 NA NA 73 96 4 600000 NA NA 24 480 10 2 0.64487267 0.3551273 1.0 1.0 0.2643861 1.9192818 2.819726 0.0027188049 0.0025704503 0.0059097386 0.0026452004 0.013425648 0.012124707 0.011274664 0.11618578 0.011021234 0.2013651 0.014358267 0.2570991 0.01928311 0.2643861 0.04202274 0.0031395883 0.011565526 0.002791328 0.0034677265 0.0026452004 7 0 0.9766767 0.023323355 1.0 1.0 0.3232552 1.6292545 1.8510363 0.017830187 0.0016095283 0.049751583 0.0016095283 0.52270424 0.0034764407 0.032288324 0.3232552 0.0043997443 0.014806609 0.013014887 0.015253703 0.08546418 3.5485363 4.6707635 1.1910899 
99030821133330 1 22 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 71 96 4 600000 NA NA 24 504 2 1 0.91764146 0.08235854 1.0 1.0 0.564808 0.8241675 2.0185864 0.0014928879 0.0013783225 0.0045065302 0.0014357077 0.0059857005 0.0060360734 0.019979756 0.012821448 0.0018321277 0.0510026 0.0037772604 0.564808 0.010782473 0.06847431 0.23339193 0.0018321277 0.005366661 0.0015498719 0.0021105174 0.0014357077 2 0 0.9888727 0.011127339 1.0 1.0 0.7009479 0.5126209 1.6506206 0.016877024 0.0011183352 0.1205956 0.0011183352 0.7009479 0.061293278 0.032777254 0.015561524 0.0011183352 0.016515518 0.016515518 0.015561524 0.39590096 1.3367885 3.6692076 2.1298661 
