dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpitch cpitch.weight.ltm.cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.57 cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.84 cpitch.85 cpitch.86 cpitch.88 cpitch.89 cpitch.90 onset.order.ltm.onset onset.weight.ltm.onset onset.probability onset.information.content onset.entropy onset.0 onset.3 onset.6 onset.8 onset.9 onset.12 onset.16 onset.18 onset.24 onset.36 onset.48 onset.60 onset.72 onset.84 onset.96 onset.120 onset.144 probability information.content entropy information.gain 
99111720131534 1 1 "chor-001" NA 0 0 1 0 NA 0 0 0 NA NA 73 96 4 600000 NA NA 24 0 0 1.0 0.024012396 5.380077 4.6798177 0.016266463 0.016266463 0.016266463 0.009295124 0.031758327 0.0077459374 0.048799373 0.014717275 0.030983733 0.048024785 0.009295124 0.07358636 0.013168091 0.079008505 0.047250193 0.024012396 0.06971339 0.0077459374 0.0805577 0.03563129 0.040278852 0.048799373 0.010844311 0.04957397 0.028659953 0.03718048 0.020139428 0.020914024 0.02556158 0.013942683 0.014717275 0.009295124 0 1.0 0.09863589 3.3417437 3.7272885 0.09863589 0.0068205697 0.009443864 0.0068205697 0.0068205697 0.06977965 0.0068205697 0.035676815 0.06715635 0.06977965 0.09601259 0.07240295 0.08814271 0.08289612 0.09601259 0.08814271 0.09863589 0.0023684842 8.72182 8.407107 NA 
99111720131534 1 2 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 73 96 4 600000 NA NA 12 24 1 1.0 0.0072264434 7.1124988 3.1245887 0.0048953323 0.0048953323 0.0048953323 0.0027973328 0.009557554 0.0023311106 0.014685998 0.0044291103 0.07590096 0.014452887 0.0027973328 0.12201032 0.0039628884 0.45652467 0.014219774 0.0072264434 0.020979995 0.0023311106 0.024243549 0.010723108 0.07869829 0.014685998 0.003263555 0.014919107 0.008625109 0.04447759 0.006060888 0.006293999 0.007692665 0.0041959994 0.0044291103 0.0027973328 1 1.0 0.058446757 4.096733 2.0175428 0.0128439395 8.881452e-4 0.026080713 8.881452e-4 8.881452e-4 0.58065885 8.881452e-4 0.22830446 0.058446757 0.009086404 0.012502345 0.009427999 0.011477562 0.010794375 0.012502345 0.011477562 0.0128439395 4.2236218e-4 11.209232 5.142131 3.0343575 
99111720131534 1 3 "chor-001" NA 0 0 1 0 NA 0 12 0 NA NA 74 96 4 600000 NA NA 12 36 1 1.0 0.020979995 5.5748415 3.1245887 0.0048953323 0.0048953323 0.0048953323 0.0027973328 0.009557554 0.0023311106 0.014685998 0.0044291103 0.07590096 0.014452887 0.0027973328 0.12201032 0.0039628884 0.45652467 0.014219774 0.0072264434 0.020979995 0.0023311106 0.024243549 0.010723108 0.07869829 0.014685998 0.003263555 0.014919107 0.008625109 0.04447759 0.006060888 0.006293999 0.007692665 0.0041959994 0.0044291103 0.0027973328 2 1.0 0.2920739 1.7755946 2.064375 0.0072582974 5.806637e-4 5.806637e-4 5.806637e-4 5.806637e-4 0.2920739 5.806637e-4 0.23047514 0.40167424 0.007838962 0.009580954 0.00900029 0.010451949 0.0072582974 0.009580954 0.010742282 0.0011613275 0.006127709 7.3504367 5.1889696 0.63143563 
99111720131534 1 4 "chor-001" NA 0 0 1 0 NA 0 12 0 NA NA 76 96 4 600000 NA NA 24 48 1 1.0 0.09726809 3.3618896 4.283119 0.008461601 0.008461601 0.008461601 0.004835201 0.016520267 0.004029334 0.037687697 0.0076557347 0.02842023 0.031133313 0.004835201 0.08749025 0.013001315 0.11491658 0.11069921 0.012490935 0.11008137 0.004029334 0.09726809 0.043140724 0.027103983 0.049990594 0.0056410674 0.03809063 0.045665774 0.0193408 0.016627716 0.010879201 0.013296802 0.0072528003 0.0076557347 0.004835201 2 1.0 0.4535574 1.1406429 2.449497 0.0221261 0.0021627012 0.2572506 0.0021627012 0.0021627012 0.4535574 0.0021627012 0.0054899347 0.02295791 0.0883935 0.026285142 0.030444186 0.021294292 0.02794876 0.029612375 0.0029945096 0.0029945096 0.04411666 4.5025325 6.732617 3.5242698 
99111720131534 1 5 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 73 96 4 600000 NA NA 24 72 2 0.99999994 0.05822413 4.1022387 3.7769594 0.00409715 0.00409715 0.00409715 0.002341229 0.007999198 0.0019510242 0.024332052 0.0037069453 0.023858232 0.020123415 0.010368298 0.026561795 0.0033167407 0.10659279 0.019928314 0.05822413 0.19736557 0.0019510242 0.1310642 0.00897471 0.13135406 0.10540545 0.010758503 0.048608366 0.0072187874 0.009364913 0.0050726617 0.005267764 0.006438378 0.003511843 0.0037069453 0.002341229 3 0.99999994 0.014378916 6.1199017 1.7930813 0.006465213 4.5927727e-4 0.03494041 4.5927727e-4 4.5927727e-4 0.5480828 4.5927727e-4 0.31499365 0.014378916 0.042171087 0.006465213 0.0045221155 0.005935277 0.0062885676 0.006641858 8.125676e-4 0.006465213 8.3719986e-4 10.22214 5.570041 1.6464076 
99111720131534 1 6 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 69 96 4 600000 NA NA 24 96 2 0.99999994 0.13572991 2.8811893 2.604373 0.0027856997 0.0027856997 0.0027856997 0.0015918283 0.0054387464 0.0013265236 0.008357099 0.002520395 0.04319161 0.008224446 0.0015918283 0.13572991 0.00225509 0.5249851 0.008091793 0.004112223 0.011938713 0.0013265236 0.013795845 0.0061020083 0.11108309 0.008357099 0.001857133 0.008489751 0.0049081375 0.058459904 0.0034489613 0.0035816138 0.0043775276 0.0023877425 0.002520395 0.0015918283 2 1.0 0.1430876 2.8050294 1.3422904 0.0095657455 7.4020657e-4 0.023136199 7.4020657e-4 7.4020657e-4 0.7607804 7.4020657e-4 0.0033024596 0.1430876 0.0072881873 0.0095657455 0.010135135 0.010704523 0.0010249014 0.0013095962 0.01041983 0.006718797 0.019421266 5.686219 3.9466643 3.722548 
99111720131534 1 7 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 71 96 4 600000 NA NA 24 120 3 1.0 0.13716924 2.865971 2.098981 0.0015356997 0.003915702 0.0015356997 8.775427e-4 0.0029982708 7.312856e-4 0.01650711 0.0013894426 0.021965161 0.047374014 8.775427e-4 0.03550724 0.0012431856 0.13716924 0.009220847 0.0022669854 0.013721578 7.312856e-4 0.019505382 0.0033639136 0.64640343 0.009367104 0.0010237999 0.0046802275 0.0027057566 0.0035101708 0.0019013425 0.0019744711 0.0024132426 0.001316314 0.0013894426 8.775427e-4 2 0.99999994 0.08304688 3.58993 2.1139524 0.0125807775 8.9371647e-4 0.13265963 8.9371647e-4 8.9371647e-4 0.5450296 8.9371647e-4 0.16061689 0.08304688 0.012237041 0.012924515 0.0012374535 0.0015811906 0.0012374535 0.0125807775 0.008112196 0.0125807775 0.011391478 6.455901 4.2129326 1.7303175 
99111720131534 1 8 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 73 96 4 600000 NA NA 24 144 3 1.0 0.0053550005 7.5448976 2.244218 0.0010248594 0.0010248594 0.0010248594 5.85634e-4 0.002000916 4.8802834e-4 0.070791826 9.2725374e-4 0.005794226 0.0030257748 5.85634e-4 0.13526812 8.296481e-4 0.041477967 0.0029769721 0.0053550005 0.13070172 4.8802834e-4 0.55593854 0.00224493 0.0025377471 0.003074578 0.004525353 0.0050444375 0.0018057046 0.010026762 0.0012688736 0.0051597897 0.0016104933 8.784509e-4 9.2725374e-4 5.85634e-4 2 1.0 0.027976574 5.1596365 0.86593163 0.008978529 9.108653e-4 0.019648664 9.108653e-4 0.0011711125 0.8893949 9.108653e-4 0.005335068 0.027976574 0.0011711125 0.0014313597 0.0011711125 0.00975927 0.006636304 0.006376057 0.00975927 0.008458034 1.4981457e-4 12.704535 3.1101487 6.4288406 
99111720131534 1 9 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 74 96 4 600000 NA NA 24 168 2 1.0 0.008075948 6.9521523 1.9926481 0.0018843877 0.0018843877 0.0018843877 0.001076793 0.0036790427 8.973275e-4 0.0056531634 0.0017049223 0.64428127 0.0055634305 0.001076793 0.046966124 0.0015254568 0.17573266 0.005473697 0.0027817152 0.008075948 8.973275e-4 0.009332205 0.004127707 0.030293778 0.0056531634 0.0012562585 0.0057428954 0.0033201117 0.017121011 0.0023330515 0.0024227842 0.0029611806 0.0016151895 0.0017049223 0.001076793 2 1.0 0.5018123 0.9947803 1.4326396 0.006936634 3.74953e-4 0.013748282 3.74953e-4 3.74953e-4 5.6242966e-4 3.74953e-4 3.74953e-4 0.5018123 5.6242966e-4 0.44188222 0.0044994378 0.0043119616 0.0044994378 0.006749157 0.0058117746 0.006749157 0.0040526097 7.9469333 3.425287 13.50534 
99111720131534 1 10 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 73 96 4 600000 NA NA 24 192 1 1.0 0.012490935 6.3229747 4.283119 0.008461601 0.008461601 0.008461601 0.004835201 0.016520267 0.004029334 0.037687697 0.0076557347 0.02842023 0.031133313 0.004835201 0.08749025 0.013001315 0.11491658 0.11069921 0.012490935 0.11008137 0.004029334 0.09726809 0.043140724 0.027103983 0.049990594 0.0056410674 0.03809063 0.045665774 0.0193408 0.016627716 0.010879201 0.013296802 0.0072528003 0.0076557347 0.004835201 2 1.0 0.5752961 0.7976234 2.3226237 0.0045121256 0.0022560623 0.13705584 0.0022560623 0.0022560623 0.0033840938 0.0022560623 0.0022560623 0.5752961 0.027072756 0.025944723 0.027072756 0.040609132 0.03271291 0.034968976 0.040609132 0.0394811 0.0071859863 7.1205983 6.605738 4.289307 
