dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpitch cpitch.order.stm.cpitch cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpitch cpitch.weight.stm.cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.55 cpitch.57 cpitch.58 cpitch.59 cpitch.60 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.81 cpitch.82 cpitch.83 cpitch.84 cpitch.85 cpitch.86 cpitch.88 onset.order.ltm.onset onset.order.stm.onset onset.weight.ltm onset.weight.stm onset.weight.ltm.onset onset.weight.stm.onset onset.probability onset.information.content onset.entropy onset.0 onset.3 onset.6 onset.9 onset.12 onset.18 onset.24 onset.36 onset.48 onset.72 onset.120 probability information.content entropy information.gain 
66052122170523 1 1 "chor-001" NA 0 0 1 0 NA 0 0 0 NA NA 73 96 4 600000 NA NA 24 0 0 0 0.55405396 0.445946 1.0 1.0 0.026635475 5.230507 4.8619256 0.02490338 0.02490338 0.025781138 0.02490338 0.028281277 0.029853348 0.025781138 0.034215137 0.028281277 0.027468303 0.043547735 0.023999978 0.04467151 0.027468303 0.044112504 0.041816834 0.026635475 0.043547735 0.025781138 0.052472092 0.03489898 0.036888853 0.03879583 0.049981304 0.029075868 0.04738632 0.025781138 0.029075868 0.030614864 0.029075868 0 0 0.648152 0.351848 0.99999994 1.0 0.13584055 2.880014 3.3046489 0.13584055 0.03393319 0.03393319 0.03393319 0.10838893 0.069162674 0.10838893 0.089950934 0.13060634 0.13060634 0.12525566 0.0036181777 8.110521 8.166577 NA 
66052122170523 1 2 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 73 96 4 600000 NA NA 12 24 1 0 0.55476165 0.44523838 0.99999994 1.0 0.0739593 3.7571247 4.672762 0.020120228 0.020120228 0.020830316 0.020120228 0.022853052 0.024125053 0.020830316 0.027654706 0.022853052 0.022195287 0.035208713 0.019389424 0.08853397 0.022195287 0.12254813 0.033807516 0.0739593 0.035208713 0.020830316 0.042434238 0.02820815 0.029818632 0.03136213 0.040417425 0.023495963 0.038316377 0.020830316 0.023495963 0.02474124 0.023495963 1 0 0.91389704 0.08610288 1.0 1.0 0.08339804 3.583843 2.306125 0.04977893 0.0059931916 0.0059931916 0.0059931916 0.4919212 0.21526778 0.08339804 0.023693385 0.0400857 0.0400857 0.037789755 0.0061680605 7.340967 6.978885 1.1006553 
66052122170523 1 3 "chor-001" NA 0 0 1 0 NA 0 12 0 NA NA 74 96 4 600000 NA NA 12 36 1 1 0.55476165 0.44523838 0.99999994 1.0 0.035208713 4.827924 4.672762 0.020120228 0.020120228 0.020830316 0.020120228 0.022853052 0.024125053 0.020830316 0.027654706 0.022853052 0.022195287 0.035208713 0.019389424 0.08853397 0.022195287 0.12254813 0.033807516 0.0739593 0.035208713 0.020830316 0.042434238 0.02820815 0.029818632 0.03136213 0.040417425 0.023495963 0.038316377 0.020830316 0.023495963 0.02474124 0.023495963 2 0 0.9076252 0.092374854 0.99999994 1.0 0.10859723 3.202941 2.36746 0.044290774 0.0073274146 0.0073274146 0.0073274146 0.10859723 0.06458699 0.535028 0.08039064 0.04837468 0.04837468 0.04837468 0.0038235686 8.030865 7.040227 1.1485718 
66052122170523 1 4 "chor-001" NA 0 0 1 0 NA 0 12 0 NA NA 76 96 4 600000 NA NA 24 48 1 0 0.15235026 0.8476497 1.0 1.0 0.02163356 5.530585 3.849917 0.015552349 0.015552349 0.015701193 0.015552349 0.01610593 0.0163473 0.015701193 0.016971936 0.01610593 0.01597727 0.018135693 0.015395131 0.02124957 0.01597727 0.02287368 0.02175944 0.28307873 0.22843055 0.015701193 0.02163356 0.017064543 0.01895247 0.017568547 0.020815047 0.01622911 0.01856189 0.018086566 0.01622911 0.016460918 0.01622911 2 0 0.9915893 0.008410771 1.0 1.0 0.69148016 0.5322403 1.527852 0.014181534 0.004230629 0.19114998 0.004230629 0.69148016 0.0056272065 0.019488793 0.02362635 0.019488793 0.020868737 0.0056272065 0.014959177 6.062825 5.37777 3.6285257 
66052122170523 1 5 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 73 96 4 600000 NA NA 24 72 2 0 0.6214346 0.37856537 0.99999994 0.99999994 0.08008241 3.6423707 3.8413572 0.00961427 0.00961427 0.009995158 0.00961427 0.011088559 0.0117822 0.009995158 0.02159556 0.011088559 0.019408166 0.01799452 0.0092239585 0.018516164 0.010731672 0.07762374 0.01719427 0.08008241 0.20272161 0.009995158 0.24813457 0.014037636 0.014938432 0.023207363 0.055588774 0.011438584 0.01978287 0.009995158 0.011438584 0.012119817 0.011438584 3 0 0.8344136 0.16558647 1.0 1.0 0.08532934 3.5508144 2.6750085 0.06731257 0.011611861 0.055953115 0.011611861 0.3910132 0.22108576 0.08532934 0.041988492 0.049372904 0.04693745 0.01778343 0.006833379 7.1931853 6.516368 1.2815713 
66052122170523 1 6 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 69 96 4 600000 NA NA 24 96 2 1 0.74277556 0.25722438 1.0 1.0 0.08647851 3.5315144 3.8924112 0.011894626 0.011894626 0.012460022 0.011894626 0.014106122 0.015167158 0.012460022 0.01820969 0.014106122 0.013565183 0.02516106 0.011319761 0.08647851 0.013565183 0.35146764 0.023829488 0.03392747 0.056222994 0.012460022 0.058905598 0.01869927 0.02014234 0.021550426 0.03026595 0.014639968 0.028178168 0.012460022 0.014639968 0.015688071 0.014639968 2 0 0.9946887 0.0053113257 1.0 1.0 0.19239831 2.377832 1.4235038 0.018305792 0.0022907485 0.0022907485 0.0022907485 0.7076071 0.0056990692 0.19239831 0.015870368 0.016997732 0.018124701 0.018124701 0.016638318 5.9093466 5.315919 2.119374 
66052122170523 1 7 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 71 96 4 600000 NA NA 24 120 2 0 0.6347762 0.36522377 1.0 1.0 0.16420156 2.6064603 4.3415346 0.01216252 0.01216252 0.012654912 0.02229907 0.0140706 0.014970267 0.012654912 0.04017817 0.0140706 0.031109108 0.059926033 0.011658377 0.11679771 0.013608172 0.16420156 0.036900118 0.040110987 0.04874006 0.012654912 0.11244571 0.01790318 0.01907749 0.035571184 0.027017962 0.014524442 0.025417006 0.012654912 0.014524442 0.01540858 0.014524442 2 0 0.4939269 0.50607306 1.0 1.0 0.07765686 3.6867428 3.2527857 0.2063374 0.033970006 0.10476154 0.033970006 0.15597974 0.11323065 0.07765686 0.07765686 0.080017395 0.043719247 0.07270027 0.012751377 6.293203 7.594322 1.7405188 
66052122170523 1 8 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 73 96 4 600000 NA NA 24 144 3 0 0.9078783 0.09212169 0.99999994 0.99999994 0.007553367 7.048664 3.105802 0.0052226535 0.0052226535 0.00552767 0.0052226535 0.0064329365 0.0070292153 0.00552767 0.008789291 0.0064329365 0.006132712 0.013049499 0.0049158167 0.17856894 0.006132712 0.09296554 0.012210424 0.007553367 0.05133374 0.00552767 0.4257175 0.009078978 0.009942567 0.0107986005 0.024166798 0.0067317467 0.045115605 0.00552767 0.015065358 0.007325412 0.0067317467 1 0 0.9379631 0.062036823 1.0 1.0 0.10503769 3.2510211 2.1859157 0.0546622 0.010124149 0.07211779 0.010124149 0.58976865 0.028371394 0.10503769 0.013260088 0.01634724 0.05151718 0.04866946 7.9338823e-4 10.2996855 5.2917175 1.5115216 
66052122170523 1 9 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 74 96 4 600000 NA NA 24 168 1 1 0.31684428 0.68315566 0.99999994 1.0 0.11339018 3.1406324 4.060972 0.012777647 0.012777647 0.013033284 0.012777647 0.013741722 0.014173483 0.013033284 0.015323056 0.013741722 0.013514413 0.017589226 0.012510477 0.1919961 0.013514413 0.12471915 0.017185956 0.13836434 0.11339018 0.013033284 0.0680571 0.0154974535 0.015996765 0.016464563 0.019031296 0.013961201 0.0184598 0.013033284 0.013961201 0.014379121 0.013961201 2 0 0.97755575 0.022444213 0.99999994 1.0 0.49015307 1.0286957 1.7787106 0.032455944 0.0029855862 0.0029855862 0.0029855862 0.035066094 0.0029855862 0.49015307 0.0050566043 0.3729819 0.025180362 0.027163709 0.055578545 4.169328 5.8396783 3.6031833 
66052122170523 1 10 "chor-001" NA 0 0 1 0 NA 0 24 0 NA NA 73 96 4 600000 NA NA 24 192 1 1 0.15252557 0.8474744 1.0 1.0 0.15235224 2.7145174 3.675755 0.010977466 0.010977466 0.0110826455 0.010977466 0.011368661 0.011539233 0.0110826455 0.01198067 0.011368661 0.011277741 0.012803156 0.010866366 0.07042777 0.011277741 0.075817004 0.015364612 0.15235224 0.07416337 0.0110826455 0.32882705 0.012046117 0.013380448 0.012402316 0.014697013 0.011455711 0.013104387 0.012768433 0.011455711 0.011619527 0.011455711 2 0 0.9207885 0.07921144 1.0 1.0 0.5361285 0.8993492 2.2711926 0.022111833 0.0084218215 0.0084218215 0.0084218215 0.14330654 0.0084218215 0.5361285 0.053373493 0.062757134 0.07202113 0.07661405 0.08168038 3.6138666 5.94695 1.0960357 
