dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.stm.cpitch cpitch.weight.stm.cpitch cpitch.probability cpitch.information.content cpitch.entropy cpitch.57 cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.84 cpitch.85 cpitch.86 cpitch.88 cpitch.89 cpitch.90 probability information.content entropy information.gain 
99062921154456 1 1 "shanx002" NA 0 0 1 0 NA 0 0 0 NA NA 83 96 4 600000 NA NA 18 0 0 1.0 0.033333324 4.906891 4.906889 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 0.033333324 4.906891 4.906889 NA 
99062921154456 1 2 "shanx002" NA 0 0 1 0 NA 0 18 0 NA NA 83 96 4 600000 NA NA 6 18 0 1.0 0.35555556 1.491853 4.0696316 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.35555556 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.35555556 1.491853 4.0696316 0.4516288 
99062921154456 1 3 "shanx002" NA 0 0 1 0 NA 0 6 0 NA NA 83 96 4 600000 NA NA 12 24 1 1.0 0.35555556 1.491853 4.0696316 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.35555556 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.022222223 0.35555556 1.491853 4.0696316 0.0 
99062921154456 1 4 "shanx002" NA 0 0 1 0 NA 0 12 0 NA NA 88 96 4 600000 NA NA 12 36 1 0.99999994 0.011111109 6.491853 2.47213 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.67777765 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 0.011111109 6.491853 2.47213 0.31351575 
99062921154456 1 5 "shanx002" NA 0 0 1 0 NA 0 12 0 NA NA 78 96 4 600000 NA NA 18 48 0 1.0 0.013605441 6.1996727 3.3629823 0.013605441 0.013605441 0.013605441 0.013605441 0.013605441 0.013605441 0.013605441 0.013605441 0.013605441 0.013605441 0.013605441 0.013605441 0.013605441 0.013605441 0.013605441 0.013605441 0.013605441 0.013605441 0.013605441 0.013605441 0.013605441 0.013605441 0.013605441 0.40816328 0.013605441 0.013605441 0.013605441 0.21088436 0.013605441 0.013605441 0.013605441 6.1996727 3.3629823 0.35782406 
99062921154456 1 6 "shanx002" NA 0 0 1 0 NA 0 18 0 NA NA 81 96 4 600000 NA NA 6 66 0 0.99999994 0.014851485 6.073249 3.7838652 0.014851485 0.014851485 0.014851485 0.014851485 0.014851485 0.014851485 0.014851485 0.014851485 0.014851485 0.014851485 0.014851485 0.014851485 0.014851485 0.014851485 0.014851485 0.014851485 0.014851485 0.014851485 0.15346536 0.014851485 0.014851485 0.014851485 0.014851485 0.2920792 0.014851485 0.014851485 0.014851485 0.15346536 0.014851485 0.014851485 0.014851485 6.073249 3.7838652 0.1997532 
99062921154456 1 7 "shanx002" NA 0 0 1 0 NA 0 6 0 NA NA 81 96 4 600000 NA NA 24 72 0 1.0 0.12156864 3.0401568 4.0394382 0.015686274 0.015686274 0.015686274 0.015686274 0.015686274 0.015686274 0.015686274 0.015686274 0.015686274 0.015686274 0.015686274 0.015686274 0.015686274 0.015686274 0.015686274 0.015686274 0.015686274 0.015686274 0.12156864 0.015686274 0.015686274 0.12156864 0.015686274 0.227451 0.015686274 0.015686274 0.015686274 0.12156864 0.015686274 0.015686274 0.12156864 3.0401568 4.0394382 0.133045 
99062921154456 1 8 "shanx002" NA 0 0 1 0 NA 0 24 0 NA NA 78 96 4 600000 NA NA 12 96 1 1.0 0.0865801 3.5298207 3.1037936 0.008658009 0.008658009 0.008658009 0.008658009 0.008658009 0.008658009 0.008658009 0.008658009 0.008658009 0.008658009 0.008658009 0.008658009 0.008658009 0.008658009 0.008658009 0.008658009 0.008658009 0.008658009 0.0865801 0.008658009 0.008658009 0.4372295 0.008658009 0.16450219 0.008658009 0.008658009 0.008658009 0.0865801 0.008658009 0.008658009 0.0865801 3.5298207 3.1037936 0.35056913 
99062921154456 1 9 "shanx002" NA 0 0 1 0 NA 0 12 0 NA NA 81 96 4 600000 NA NA 12 108 1 1.0 0.4381368 1.1905468 2.7998135 0.0058224145 0.0058224145 0.0058224145 0.0058224145 0.0058224145 0.0058224145 0.0058224145 0.0058224145 0.0058224145 0.0058224145 0.0058224145 0.0058224145 0.0058224145 0.0058224145 0.0058224145 0.0058224145 0.0058224145 0.0058224145 0.16302763 0.0058224145 0.0058224145 0.4381368 0.0058224145 0.16302763 0.0058224145 0.0058224145 0.0058224145 0.084425025 0.0058224145 0.0058224145 0.4381368 1.1905468 2.7998135 0.05378549 
99062921154456 1 10 "shanx002" NA 0 0 1 0 NA 0 12 0 NA NA 78 96 4 600000 NA NA 12 120 2 1.0 0.23543121 2.0866225 2.5959716 0.0046620034 0.0046620034 0.0046620034 0.0046620034 0.0046620034 0.0046620034 0.0046620034 0.0046620034 0.0046620034 0.0046620034 0.0046620034 0.0046620034 0.0046620034 0.0046620034 0.0046620034 0.0046620034 0.0046620034 0.0046620034 0.23543121 0.0046620034 0.0046620034 0.4452214 0.0046620034 0.13053612 0.0046620034 0.0046620034 0.0046620034 0.06759906 0.0046620034 0.0046620034 0.23543121 2.0866225 2.5959716 0.031318765 
